time,open,high,low,close,tick_volume,spread,real_volume,volume
2025.04.22 13:00,18095.75,18099.71,18051.22,18063.47,2444.0,0,0,
2025.04.22 13:15,18063.76,18086.74,18054.49,18076.5,2032.0,0,0,
2025.04.22 13:30,18077.5,18091.74,18056.95,18063.75,2038.0,0,0,
2025.04.22 13:45,18063.5,18078.96,18043.96,18054.0,2268.0,0,0,
2025.04.22 14:00,18052.95,18071.24,18045.76,18066.95,2524.0,0,0,
2025.04.22 14:15,18067.2,18090.97,18064.75,18090.76,2454.0,0,0,
2025.04.22 14:30,18090.46,18099.97,18079.74,18099.51,2303.0,0,0,
2025.04.22 14:45,18099.24,18139.42,18095.7,18137.96,2646.0,0,0,
2025.04.22 15:00,18137.7,18146.51,18124.96,18133.2,2737.0,0,0,
2025.04.22 15:15,18132.21,18155.5,18119.2,18152.65,2946.0,0,0,
2025.04.22 15:30,18151.21,18209.76,18100.95,18209.71,5848.0,0,0,
2025.04.22 15:45,18210.21,18253.7,18198.7,18251.72,5322.0,0,0,
2025.04.22 16:00,18252.49,18304.76,18241.51,18270.45,5086.0,0,0,
2025.04.22 16:15,18271.21,18299.2,18241.49,18278.49,4893.0,0,0,
2025.04.22 16:30,18278.45,18318.72,18243.71,18312.01,4671.0,0,0,
2025.04.22 16:45,18312.5,18353.75,18289.71,18340.25,4674.0,0,0,
2025.04.22 17:00,18339.97,18377.01,18337.74,18373.0,4269.0,0,0,
2025.04.22 17:15,18372.72,18384.0,18348.95,18351.26,4267.0,0,0,
2025.04.22 17:30,18351.25,18357.69,18286.97,18291.95,4589.0,0,0,
2025.04.22 17:45,18292.26,18390.75,18287.76,18378.5,4556.0,0,0,
2025.04.22 18:00,18379.71,18464.47,18379.5,18462.24,5439.0,0,0,
2025.04.22 18:15,18461.99,18512.51,18445.7,18493.94,4791.0,0,0,
2025.04.22 18:30,18495.01,18505.45,18437.96,18470.51,4512.0,0,0,
2025.04.22 18:45,18470.95,18477.91,18422.01,18449.76,4326.0,0,0,
2025.04.22 19:00,18449.72,18491.76,18368.7,18383.71,4872.0,0,0,
2025.04.22 19:15,18382.72,18387.46,18248.99,18258.5,5644.0,0,0,
2025.04.22 19:30,18258.21,18312.51,18235.47,18280.74,5273.0,0,0,
2025.04.22 19:45,18280.22,18286.46,18212.24,18222.51,4826.0,0,0,
2025.04.22 20:00,18222.96,18310.63,18218.13,18308.57,4872.0,0,0,
2025.04.22 20:15,18308.87,18356.63,18288.86,18347.11,4570.0,0,0,
2025.04.22 20:30,18346.83,18370.61,18342.32,18358.33,4194.0,0,0,
2025.04.22 20:45,18359.09,18399.08,18359.09,18382.34,4015.0,0,0,
2025.04.22 21:00,18382.36,18395.32,18327.32,18336.33,4331.0,0,0,
2025.04.22 21:15,18336.09,18342.33,18261.84,18272.12,4754.0,0,0,
2025.04.22 21:30,18271.37,18337.57,18240.32,18323.09,4729.0,0,0,
2025.04.22 21:45,18320.62,18405.08,18314.33,18376.58,5164.0,0,0,
2025.04.22 22:00,18379.08,18434.09,18344.87,18357.08,2810.0,0,0,
2025.04.22 22:15,18357.12,18370.34,18349.86,18370.34,1454.0,0,0,
2025.04.22 22:30,18370.63,18380.13,18358.83,18366.58,1543.0,0,0,
2025.04.22 22:45,18366.62,18366.62,18347.83,18357.87,1282.0,0,0,
2025.04.23 00:00,18645.85,18769.28,18643.52,18687.03,2881.0,0,0,
2025.04.23 00:15,18687.57,18723.58,18665.04,18722.78,2765.0,0,0,
2025.04.23 00:30,18722.53,18732.57,18678.77,18732.04,2462.0,0,0,
2025.04.23 00:45,18732.07,18763.83,18722.78,18763.83,2190.0,0,0,
2025.04.23 01:00,18764.08,18799.04,18751.53,18795.56,2416.0,0,0,
2025.04.23 01:15,18795.54,18800.02,18731.72,18744.08,2221.0,0,0,
2025.04.23 01:30,18743.58,18754.22,18726.52,18746.06,1582.0,0,0,
2025.04.23 01:45,18746.29,18765.06,18731.04,18759.56,1785.0,0,0,
2025.04.23 02:00,18761.06,18769.58,18726.29,18734.56,2199.0,0,0,
2025.04.23 02:15,18734.03,18743.08,18695.27,18698.03,2150.0,0,0,
2025.04.23 02:30,18697.83,18703.58,18673.56,18674.82,2042.0,0,0,
2025.04.23 02:45,18675.82,18703.78,18672.78,18700.57,1827.0,0,0,
2025.04.23 03:00,18700.54,18723.81,18686.57,18717.33,1833.0,0,0,
2025.04.23 03:15,18718.32,18724.22,18697.79,18703.58,1849.0,0,0,
2025.04.23 03:30,18703.57,18706.27,18631.52,18645.07,2339.0,0,0,
2025.04.23 03:45,18644.78,18657.58,18624.04,18640.81,1981.0,0,0,
2025.04.23 04:00,18640.77,18659.52,18626.02,18659.03,1784.0,0,0,
2025.04.23 04:15,18659.08,18671.95,18649.24,18666.53,1406.0,0,0,
2025.04.23 04:30,18666.27,18695.77,18664.02,18691.81,1468.0,0,0,
2025.04.23 04:45,18691.82,18711.52,18681.52,18684.57,1499.0,0,0,
2025.04.23 05:00,18684.53,18685.07,18661.52,18668.81,1429.0,0,0,
2025.04.23 05:15,18668.81,18688.53,18665.56,18681.81,1214.0,0,0,
2025.04.23 05:30,18681.97,18692.47,18672.28,18686.02,1364.0,0,0,
2025.04.23 05:45,18686.28,18705.82,18677.02,18702.0,1272.0,0,0,
2025.04.23 06:00,18702.06,18735.76,18699.78,18724.27,1573.0,0,0,
2025.04.23 06:15,18724.54,18725.97,18706.58,18714.28,1162.0,0,0,
2025.04.23 06:30,18714.32,18731.5,18712.57,18719.08,1201.0,0,0,
2025.04.23 06:45,18718.27,18728.83,18717.03,18723.33,922.0,0,0,
2025.04.23 07:00,18723.31,18724.77,18690.52,18694.32,1593.0,0,0,
2025.04.23 07:15,18694.52,18713.02,18681.25,18712.29,1609.0,0,0,
2025.04.23 07:30,18712.32,18747.04,18707.56,18737.58,1749.0,0,0,
2025.04.23 07:45,18738.33,18750.04,18730.78,18738.32,1637.0,0,0,
2025.04.23 08:00,18739.27,18748.21,18729.72,18743.0,1917.0,0,0,
2025.04.23 08:15,18742.71,18769.96,18731.46,18758.5,1950.0,0,0,
2025.04.23 08:30,18758.74,18763.76,18730.75,18741.76,1774.0,0,0,
2025.04.23 08:45,18741.47,18747.7,18734.74,18734.74,1606.0,0,0,
2025.04.23 09:00,18733.96,18763.51,18713.45,18737.2,3179.0,0,0,
